100000,73.08856301433204
200000,643.1167295744997
300000,981.3894398101183
400000,1289.6472049025415
500000,1102.7890887836907
600000,1480.8619441062083
700000,1816.0672803849714
800000,1291.1031846793421
900000,1464.0044298925623
1000000,1722.8493261185436
1100000,1054.5824262061226
1200000,1980.2349074115853
1300000,2188.5760730331012
1400000,2435.156720646222
1500000,2540.600359905192
1600000,2716.5841287355393
1700000,2772.4799893172903
1800000,2976.35283511202
1900000,3089.4511948594263
2000000,3337.0198838201336
2100000,3452.5252895712315
2200000,3540.477672812251
2300000,3671.410735375013
2400000,3791.8171890374965
2500000,3730.4708619851094
2600000,3841.7859862026517
2700000,4007.2878515897755
2800000,3845.9919995410296
2900000,3403.8766302325057
3000000,4057.8468387648645
3100000,4225.235222560287
3200000,4277.1926423215755
3300000,4354.173600956228
3400000,4534.715028528097
3500000,4521.761997407351
3600000,4514.667583287953
3700000,4458.669212749441
3800000,3540.3022539500935
3900000,4013.6000844242976
4000000,4769.169065128273
4100000,4461.961803083557
4200000,4508.398597310342
4300000,4820.522323395531
4400000,4099.588016975177
4500000,3504.491596812893
4600000,2928.235013872722
4700000,3515.600181167588
4800000,3318.1981807260295
4900000,3897.5697675754504
5000000,4128.56206780379
5100000,5026.826705122331
5200000,4837.831636130596
5300000,4459.1010694234765
5400000,3930.300314915033
5500000,4241.925690247039
5600000,4233.597640816544
5700000,4457.803063939462
5800000,4481.473979063339
5900000,5017.63057007648
6000000,5018.621297787741
6100000,4897.647022050585
6200000,4723.558988075088
6300000,4876.95964613754
6400000,5112.820386835426
6500000,5176.553563170633
6600000,5342.063051312525
6700000,5369.27727468265
6800000,5478.60573328459
6900000,5646.062586603776
7000000,5403.530232547059
7100000,5152.485109902904
7200000,5124.3295700909275
7300000,5614.721022223
7400000,5386.9718232195855
7500000,5549.606796246118
7600000,5710.621342682243
7700000,5628.883031791821
7800000,5790.1308216852385
7900000,6130.59484751661
8000000,6047.229529599574
8100000,5932.737665826598
8200000,6079.486990980151
8300000,5611.678067663272
8400000,6152.933784706433
8500000,6151.96531541419
8600000,6069.181484220456
8700000,6230.130220367772
8800000,6219.092991841084
8900000,6262.167449087532
9000000,6417.892499764028
9100000,6474.354463472435
9200000,6404.407291281471
9300000,6512.712103071915
9400000,6605.281120980806
9500000,6472.483088983302
9600000,6464.509372584203
9700000,6458.456336908677
9800000,6551.520981717253
9900000,6690.850864519598
10000000,6652.624032331689
