80000,12.198385761589392,0.0
160000,14.903683774834423,0.075
240000,15.631995033112577,0.3
320000,15.537789735099334,0.3
400000,16.8314155629139,0.45
480000,17.472392384105955,0.5
560000,17.680711920529795,0.6
640000,18.09528145695364,0.625
720000,18.843956953642383,0.775
800000,18.68932119205298,0.75
880000,19.4335678807947,0.9
960000,18.690645695364235,0.75
1040000,19.044163907284766,0.8
1120000,19.38944536423841,0.875
1200000,18.9546357615894,0.825
1280000,18.545902317880792,0.725
1360000,18.787352608625426,0.7560975609756098
1440000,19.723758278145695,0.925
1520000,19.805298013245032,0.95
1600000,19.50012417218543,0.875
1680000,19.713120860927155,0.95
1760000,19.518956953642384,0.875
1840000,19.181230818930704,0.8292682926829268
1920000,19.454594370860924,0.875
2000000,19.173096026490065,0.85
2080000,19.03476821192053,0.775
2160000,18.96378311258278,0.775
2240000,19.731084437086093,0.95
2320000,18.891970198675494,0.775
2400000,19.513741721854302,0.9
2480000,19.469991721854303,0.875
2560000,19.748509933774834,0.95
2640000,19.735306291390724,0.95
2720000,19.49126655629139,0.9
2800000,19.562251655629137,0.9
2880000,19.45687086092715,0.875
2960000,19.27818607656275,0.8536585365853658
3040000,19.19006622516556,0.85
3120000,19.382615894039738,0.875
3200000,19.48915562913907,0.875
3280000,19.66067880794702,0.925
3360000,19.31009933774834,0.825
3440000,19.610306291390724,0.925
3520000,19.865769867549666,0.975
3600000,19.579387417218545,0.9
3680000,19.325206953642386,0.875
3760000,19.816473509933775,0.95
3840000,19.60273178807947,0.9
3920000,19.477400662251657,0.9
4000000,19.147309602649006,0.825
4080000,19.173882450331124,0.825
4160000,19.226862582781454,0.85
4240000,19.71858443708609,0.925
4320000,19.439486754966886,0.875
4400000,19.360596026490065,0.9
4480000,19.486837748344367,0.875
4560000,19.352276490066224,0.85
4640000,18.710596026490066,0.75
4720000,18.693211920529798,0.75
4800000,18.910761589403972,0.8
4880000,19.70662251655629,0.95
4960000,19.345985099337746,0.875
5040000,19.9280407042481,0.975609756097561
5120000,19.389486754966885,0.9
5200000,19.739279801324503,0.95
5280000,19.819536423841058,0.95
5360000,19.33703878902554,0.8333333333333334
5440000,19.490976821192053,0.9
5520000,19.714445364238408,0.925
5600000,19.555256622516556,0.925
5680000,19.459255370699402,0.8780487804878049
5760000,19.637168874172183,0.925
5840000,20.0,1.0
5920000,19.722847682119202,0.925
6000000,19.5125,0.9
6080000,19.739942052980133,0.925
6160000,19.90033112582781,0.975
6240000,19.79358443708609,0.95
6320000,19.872557947019864,0.975
6400000,19.941059602649005,0.975
6480000,19.745736754966888,0.95
6560000,19.656759812631236,0.926829268292683
6640000,19.855629139072846,0.975
6720000,20.004470198675495,1.0
6800000,19.741473509933776,0.95
6880000,19.869867549668875,0.975
6960000,19.468667218543043,0.9
7040000,19.689735099337746,0.925
7120000,19.68472682119205,0.95
7200000,19.659147350993376,0.925
7280000,19.819453642384104,0.95
7360000,19.737748344370864,0.95
7440000,19.913865894039734,0.975
7520000,20.00132450331126,1.0
7600000,19.645364238410593,0.9
7680000,19.43592715231788,0.875
7760000,19.78451986754967,0.95
7840000,19.88708609271523,0.975
7920000,19.5346440397351,0.9
8000000,20.00066225165563,1.0
8080000,19.713079470198675,0.925
8160000,19.700496688741723,0.95
8240000,19.839362582781455,0.975
8320000,19.811009933774834,0.95
8400000,19.886690356969794,0.975609756097561
8480000,19.72495860927152,0.95
8560000,19.49917218543046,0.9
8640000,19.890894039735098,0.975
8720000,19.831456953642384,0.95
8800000,19.924668874172184,0.975
8880000,19.788286423841058,0.95
8960000,20.00132450331126,1.0
9040000,19.930711920529802,0.975
9120000,19.844495033112583,0.975
9200000,19.501407284768213,0.9
9280000,19.783650662251652,0.95
9360000,19.550910596026487,0.875
9440000,19.624503311258273,0.925
9520000,19.56808774834437,0.925
9600000,19.918294701986756,0.975
9680000,19.930132450331122,0.975
9760000,19.906995033112583,0.975
9840000,19.933774834437084,0.975
9920000,19.7533940397351,0.95
10000000,19.637665562913906,0.925
10080000,19.495695364238408,0.9
10160000,19.902649006622518,0.975
10240000,19.923178807947018,0.975
10320000,19.431208609271522,0.9
10400000,19.756705298013244,0.95
10480000,19.897019867549666,0.975
10560000,19.813245033112583,0.95
10640000,19.62628311258278,0.925
10720000,19.720529801324503,0.925
10800000,19.805546357615896,0.95
10880000,19.82458609271523,0.95
10960000,19.916307947019867,0.975
11040000,19.92131622516556,0.975
11120000,20.00132450331126,1.0
11200000,19.566390728476822,0.925
11280000,19.55430463576159,0.925
11360000,19.342011589403974,0.9
11440000,19.62168874172185,0.925
11520000,19.56626655629139,0.9
11600000,20.00132450331126,1.0
11680000,19.77822847682119,0.95
11760000,20.00347682119205,1.0
11840000,19.86734271523179,0.975
11920000,19.818543046357615,0.95
12000000,19.851903973509934,0.975
12080000,19.88592715231788,0.975
12160000,19.930794701986756,0.975
12240000,19.836423841059602,0.95
12320000,19.860927152317878,0.975
12400000,20.002400662251652,1.0
12480000,19.59511589403973,0.9
12560000,19.697847682119203,0.925
12640000,19.7533940397351,0.95
12720000,19.914735099337747,0.975
12800000,19.832326158940397,0.975
12880000,19.74747516556291,0.95
12960000,19.75662251655629,0.95
13040000,19.61572847682119,0.925
13120000,19.62342715231788,0.925
13200000,19.80467715231788,0.95
13280000,19.43836920529801,0.925
13360000,19.687334437086093,0.925
13440000,19.818377483443708,0.95
13520000,19.72417218543046,0.95
13600000,20.0,1.0
13680000,19.662913907284768,0.95
13760000,19.859437086092715,0.95
13840000,19.807119205298015,0.95
13920000,19.587417218543045,0.9
14000000,19.674379139072848,0.925
14080000,19.791183774834433,0.95
14160000,19.23795529801324,0.825
14240000,19.780794701986757,0.95
14320000,19.58849337748344,0.9
14400000,19.827938741721855,0.95
14480000,19.79813741721854,0.95
14560000,20.001986754966886,1.0
14640000,19.817301324503312,0.975
14720000,19.430670529801326,0.875
14800000,20.003973509933775,1.0
14880000,19.883899006622517,0.975
14960000,19.71812913907285,0.95
15040000,20.00066225165563,1.0
15120000,19.805918874172185,0.95
15200000,19.923178807947018,0.975
15280000,19.89896523178808,0.975
15360000,19.30625,0.875
15440000,20.001076158940396,1.0
15520000,19.797144039735098,0.95
15600000,19.47669701986755,0.9
15680000,19.903311258278144,0.975
15760000,19.8135761589404,0.95
15840000,19.927731788079473,0.975
15920000,20.0,1.0
16000000,19.893046357615894,0.975
16080000,19.816390728476822,0.95
16160000,19.362044701986754,0.875
16240000,19.943791390728475,0.975
16320000,19.903062913907284,0.975
16400000,19.593129139072847,0.925
16480000,19.80062086092715,0.95
16560000,19.905298013245034,0.975
16640000,19.849917218543048,0.975
16720000,20.00066225165563,1.0
16800000,20.00066225165563,1.0
16880000,20.001241721854306,1.0
16960000,20.00066225165563,1.0
17040000,19.93278145695364,0.975
17120000,19.906953642384103,0.975
17200000,19.903807947019867,0.975
17280000,19.822847682119203,0.95
17360000,19.908278145695363,0.975
17440000,19.721440397350996,0.95
17520000,19.77769039735099,0.95
17600000,20.00132450331126,1.0
17680000,19.92748344370861,0.975
17760000,20.000827814569536,1.0
17840000,19.51461092715232,0.9
17920000,19.835761589403972,0.975
18000000,19.716970198675494,0.925
18080000,20.002649006622516,1.0
18160000,19.67694536423841,0.95
18240000,19.82210264900662,0.95
18320000,19.856291390728476,0.975
18400000,19.90794701986755,0.975
18480000,19.48269867549669,0.875
18560000,19.88340231788079,0.975
18640000,20.004552980132452,1.0
18720000,19.70451158940397,0.925
18800000,19.849875827814568,0.975
18880000,19.889031456953642,0.975
18960000,20.001490066225166,1.0
19040000,19.626614238410596,0.925
19120000,19.812541390728477,0.95
19200000,20.004470198675495,1.0
19280000,19.504511589403972,0.875
19360000,19.912417218543048,0.975
19440000,19.791473509933773,0.95
19520000,19.868874172185432,0.975
19600000,19.641183774834435,0.925
19680000,20.001986754966886,1.0
19760000,19.93129139072848,0.975
19840000,20.00157284768212,1.0
19920000,19.374254966887417,0.875
20000000,20.002897350993376,1.0
